"Identifier","Coordinate","Family","Common_Name","SubCellular","SubOrganellar"
"AT5G25220","p03-r30-c08","HB","KNAT3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G25990","p03-r30-c09","TRIHELIX","AT3G25990","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G25990","p03-r30-c10","TRIHELIX","AT3G25990","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G51190","p03-r30-c11","AP2-EREBP","ERF105","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G51190","p03-r30-c12","AP2-EREBP","ERF105","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G47660","p03-r30-c13","TRIHELIX","AT5G47660","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G47660","p03-r30-c14","TRIHELIX","AT5G47660","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G42790","p03-r30-c15","ALFIN-like","AL3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G42790","p03-r30-c16","ALFIN-like","AL3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G37800","p03-r30-c17","bHLH","RSL1","Nucleus","Chromosome"
"AT5G37800","p03-r30-c18","bHLH","RSL1","Nucleus","Chromosome"
"AT1G60380","p03-r30-c19","NAC","AT1G60380","Nucleus","Chromosome"
"AT1G60380","p03-r30-c20","NAC","AT1G60380","Nucleus","Chromosome"
"AT5G61270","p03-r30-c21","bHLH","PIF7","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G61270","p03-r30-c22","bHLH","PIF7","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G06220","p03-r30-c23","ABI3-VP1","AT3G06220","Nucleus","Chromosome"
"AT3G06220","p03-r30-c24","ABI3-VP1","AT3G06220","Nucleus","Chromosome"
"AT2G41690","p03-r30-c25","HSF","HSFB3","Nucleus","Chromosome"
"AT2G41690","p03-r30-c26","HSF","HSFB3","Nucleus","Chromosome"
"AT4G00390","p03-r30-c27","GeBP","AT4G00390","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G00390","p03-r30-c28","GeBP","AT4G00390","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G01250","p03-r30-c29","AP2-EREBP","AT1G01250","Nucleus","Chromosome"
"AT1G01250","p03-r30-c30","AP2-EREBP","AT1G01250","Nucleus","Chromosome"
"AT5G64340","p03-r30-c31","bHLH","SAC51","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G64340","p03-r30-c32","bHLH","SAC51","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G63030","p03-r30-c33","AP2-EREBP","ddf2","Nucleus","Chromosome"
"AT1G63030","p03-r30-c34","AP2-EREBP","ddf2","Nucleus","Chromosome"
"AT1G43770","p03-r30-c35","PHD","AT1G43770","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G43770","p03-r30-c36","PHD","AT1G43770","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G25730","p03-r30-c37","AP2-EREBP","EDF3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G25730","p03-r30-c38","AP2-EREBP","EDF3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G70000","p03-r30-c39","MYB-related","MYBD","Nucleus","Chromosome"
"AT1G70000","p03-r30-c40","MYB-related","MYBD","Nucleus","Chromosome"
"AT5G18560","p03-r30-c41","AP2-EREBP","PUCHI","Nucleus","Chromosome"
"AT5G18560","p03-r30-c42","AP2-EREBP","PUCHI","Nucleus","Chromosome"
"AT4G00250","p03-r30-c43","GeBP","AtSTKL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G00250","p03-r30-c44","GeBP","AtSTKL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G20100","p03-r30-c45","ND","AT2G20100","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G20100","p03-r30-c46","ND","AT2G20100","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G24660","p03-r30-c47","zf-HD","MEE68","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G24660","p03-r30-c48","zf-HD","MEE68","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G37740","p03-r31-c01","C2H2","ATZFP10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G37740","p03-r31-c02","C2H2","ATZFP10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G55770","p03-r31-c03","LIM","WLIM2b","Cytoplasm","Cytoplasm, cytoskeleton"
"AT3G55770","p03-r31-c04","LIM","WLIM2b","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G09750","p03-r31-c05","bHLH","HEC3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G09750","p03-r31-c06","bHLH","HEC3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G54340","p03-r31-c07","MADS","AP3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G54340","p03-r31-c08","MADS","AP3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G18960","p03-r31-c09","MYB-related","AT1G18960","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G18960","p03-r31-c10","MYB-related","AT1G18960","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G16845","p03-r31-c11","ND","VRN2","Nucleus","Chromosome"
"AT4G16845","p03-r31-c12","ND","VRN2","Nucleus","Chromosome"
"AT1G27740","p03-r31-c13","bHLH","RSL4","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G27740","p03-r31-c14","bHLH","RSL4","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G01530","p03-r31-c15","MYB","ATMYB57","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G01530","p03-r31-c16","MYB","ATMYB57","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G32770","p03-r31-c17","NAC","NST3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G32770","p03-r31-c18","NAC","NST3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G17300","p03-r31-c19","MYB-related","RVE1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G17300","p03-r31-c20","MYB-related","RVE1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G43000","p03-r31-c21","PLATZ","AT1G43000","Nucleus","Chromosome"
"AT1G43000","p03-r31-c22","PLATZ","AT1G43000","Nucleus","Chromosome"
"AT3G54810","p03-r31-c23","C2C2-GATA","BME3","Nucleus","Chromosome"
"AT3G54810","p03-r31-c24","C2C2-GATA","BME3","Nucleus","Chromosome"
"AT1G55650","p03-r31-c25","ARID","AT1G55650","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G55650","p03-r31-c26","ARID","AT1G55650","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G33610","p03-r31-c27","MYB-related","SWI3B","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G33610","p03-r31-c28","MYB-related","SWI3B","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G01818","p03-r31-c29","PLATZ","AT2G01818","Nucleus","Chromosome"
"AT2G01818","p03-r31-c30","PLATZ","AT2G01818","Nucleus","Chromosome"
"AT4G12670","p03-r31-c31","MYB-related","AT4G12670","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G12670","p03-r31-c32","MYB-related","AT4G12670","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G27930","p03-r31-c33","PLATZ","AT2G27930","Nucleus","Chromosome"
"AT2G27930","p03-r31-c34","PLATZ","AT2G27930","Nucleus","Chromosome"
"AT5G66270","p03-r31-c35","C3H","AT5G66270","Nucleus","Chromosome"
"AT5G66270","p03-r31-c36","C3H","AT5G66270","Nucleus","Chromosome"
"AT2G30432","p03-r31-c37","MYB-related","TCL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G30432","p03-r31-c38","MYB-related","TCL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G67480","p03-r31-c39","TAZ","BT4","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G67480","p03-r31-c40","TAZ","BT4","Cytoplasm","Cytoplasm, cytoskeleton"
"AT3G04280","p03-r31-c41","Orphans","RR22","Cytoplasm","Cytoplasm, cytosol"
"AT3G04280","p03-r31-c42","Orphans","RR22","Cytoplasm","Cytoplasm, cytosol"
"AT1G19700","p03-r31-c43","HB","BLH10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G19700","p03-r31-c44","HB","BLH10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G17010","p03-r31-c45","ABI3-VP1","REM22","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G17010","p03-r31-c46","ABI3-VP1","REM22","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G22290","p03-r31-c47","NAC","NAC089","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G22290","p03-r31-c48","NAC","NAC089","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G37740","p03-r32-c01","C2H2","ATZFP10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G37740","p03-r32-c02","C2H2","ATZFP10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G55770","p03-r32-c03","LIM","WLIM2b","Cytoplasm","Cytoplasm, cytoskeleton"
"AT3G55770","p03-r32-c04","LIM","WLIM2b","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G09750","p03-r32-c05","bHLH","HEC3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G09750","p03-r32-c06","bHLH","HEC3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G54340","p03-r32-c07","MADS","AP3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G54340","p03-r32-c08","MADS","AP3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G18960","p03-r32-c09","MYB-related","AT1G18960","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G18960","p03-r32-c10","MYB-related","AT1G18960","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G16845","p03-r32-c11","ND","VRN2","Nucleus","Chromosome"
"AT4G16845","p03-r32-c12","ND","VRN2","Nucleus","Chromosome"
"AT1G27740","p03-r32-c13","bHLH","RSL4","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G27740","p03-r32-c14","bHLH","RSL4","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G01530","p03-r32-c15","MYB","ATMYB57","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G01530","p03-r32-c16","MYB","ATMYB57","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G32770","p03-r32-c17","NAC","NST3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G32770","p03-r32-c18","NAC","NST3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G17300","p03-r32-c19","MYB-related","RVE1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G17300","p03-r32-c20","MYB-related","RVE1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G43000","p03-r32-c21","PLATZ","AT1G43000","Nucleus","Chromosome"
"AT1G43000","p03-r32-c22","PLATZ","AT1G43000","Nucleus","Chromosome"
"AT3G54810","p03-r32-c23","C2C2-GATA","BME3","Nucleus","Chromosome"
"AT3G54810","p03-r32-c24","C2C2-GATA","BME3","Nucleus","Chromosome"
"AT1G55650","p03-r32-c25","ARID","AT1G55650","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G55650","p03-r32-c26","ARID","AT1G55650","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G33610","p03-r32-c27","MYB-related","SWI3B","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G33610","p03-r32-c28","MYB-related","SWI3B","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G01818","p03-r32-c29","PLATZ","AT2G01818","Nucleus","Chromosome"
"AT2G01818","p03-r32-c30","PLATZ","AT2G01818","Nucleus","Chromosome"
"AT4G12670","p03-r32-c31","MYB-related","AT4G12670","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G12670","p03-r32-c32","MYB-related","AT4G12670","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G27930","p03-r32-c33","PLATZ","AT2G27930","Nucleus","Chromosome"
"AT2G27930","p03-r32-c34","PLATZ","AT2G27930","Nucleus","Chromosome"
"AT5G66270","p03-r32-c35","C3H","AT5G66270","Nucleus","Chromosome"
"AT5G66270","p03-r32-c36","C3H","AT5G66270","Nucleus","Chromosome"
"AT2G30432","p03-r32-c37","MYB-related","TCL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G30432","p03-r32-c38","MYB-related","TCL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G67480","p03-r32-c39","TAZ","BT4","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G67480","p03-r32-c40","TAZ","BT4","Cytoplasm","Cytoplasm, cytoskeleton"
"AT3G04280","p03-r32-c41","Orphans","RR22","Cytoplasm","Cytoplasm, cytosol"
"AT3G04280","p03-r32-c42","Orphans","RR22","Cytoplasm","Cytoplasm, cytosol"
"AT1G19700","p03-r32-c43","HB","BLH10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G19700","p03-r32-c44","HB","BLH10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G17010","p03-r32-c45","ABI3-VP1","REM22","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G17010","p03-r32-c46","ABI3-VP1","REM22","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G22290","p03-r32-c47","NAC","NAC089","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G22290","p03-r32-c48","NAC","NAC089","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G18160","p04-r01-c01","bZIP","GBF5","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus membrane; Nucleus speckle; Chromosome"
"AT2G18160","p04-r01-c02","bZIP","GBF5","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus membrane; Nucleus speckle; Chromosome"
"AT3G26790","p04-r01-c03","ABI3-VP1","FUS3","Nucleus","Chromosome"
"AT3G26790","p04-r01-c04","ABI3-VP1","FUS3","Nucleus","Chromosome"
"AT5G54630","p04-r01-c05","C2H2","AT5G54630","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G54630","p04-r01-c06","C2H2","AT5G54630","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G38470","p04-r01-c07","WRKY","WRKY33","Nucleus","Chromosome"
"AT2G38470","p04-r01-c08","WRKY","WRKY33","Nucleus","Chromosome"
"AT2G22430","p04-r01-c09","HB","HB6","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G22430","p04-r01-c10","HB","HB6","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G59810","p04-r01-c11","MADS","AGL50","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G59810","p04-r01-c12","MADS","AGL50","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G75340","p04-r01-c13","C3H","AT1G75340","Nucleus","Nucleus membrane; Chromosome"
"AT1G75340","p04-r01-c14","C3H","AT1G75340","Nucleus","Nucleus membrane; Chromosome"
"AT1G31140","p04-r01-c15","MADS","GOA","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G31140","p04-r01-c16","MADS","GOA","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G17880","p04-r01-c17","bHLH","MYC4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G17880","p04-r01-c18","bHLH","MYC4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G49300","p04-r01-c19","C2C2-GATA","GATA16","Nucleus","Chromosome"
"AT5G49300","p04-r01-c20","C2C2-GATA","GATA16","Nucleus","Chromosome"
"AT5G59430","p04-r01-c21","MYB-related","TRP1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G59430","p04-r01-c22","MYB-related","TRP1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G28200","p04-r01-c23","C2H2","AT2G28200","Nucleus","Nucleus speckle; Chromosome"
"AT2G28200","p04-r01-c24","C2H2","AT2G28200","Nucleus","Nucleus speckle; Chromosome"
"AT5G46760","p04-r01-c25","bHLH","MYC3","Nucleus","Nucleus, nucleolus; Nucleus, PML body; Chromosome"
"AT5G46760","p04-r01-c26","bHLH","MYC3","Nucleus","Nucleus, nucleolus; Nucleus, PML body; Chromosome"
"AT4G04890","p04-r01-c27","HB","PDF2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G04890","p04-r01-c28","HB","PDF2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G60630","p04-r01-c29","GRAS","ATHAM2","Nucleus","Chromosome"
"AT3G60630","p04-r01-c30","GRAS","ATHAM2","Nucleus","Chromosome"
"AT5G16540","p04-r01-c31","C3H","ZFN3","Nucleus","Nucleus speckle; Chromosome"
"AT5G16540","p04-r01-c32","C3H","ZFN3","Nucleus","Nucleus speckle; Chromosome"
"AT1G73730","p04-r01-c33","EIL","AtEIL3","Nucleus","Nucleus, nucleolus"
"AT1G73730","p04-r01-c34","EIL","AtEIL3","Nucleus","Nucleus, nucleolus"
"AT2G47620","p04-r01-c35","MYB-related","SWI3A","Nucleus","Chromosome"
"AT2G47620","p04-r01-c36","MYB-related","SWI3A","Nucleus","Chromosome"
"AT2G46040","p04-r01-c37","ARID","ARID1","Nucleus","Nucleus, nucleolus"
"AT2G46040","p04-r01-c38","ARID","ARID1","Nucleus","Nucleus, nucleolus"
"AT1G22985","p04-r01-c39","AP2-EREBP","CRF7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G22985","p04-r01-c40","AP2-EREBP","CRF7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G15420","p04-r01-c41","C2H2","AT4G15420","Cytoplasm","Cytoplasm, cytoskeleton"
"AT4G15420","p04-r01-c42","C2H2","AT4G15420","Cytoplasm","Cytoplasm, cytoskeleton"
"AT3G45880","p04-r01-c43","JUMONJI","JMJ32","Nucleus","Chromosome"
"AT3G45880","p04-r01-c44","JUMONJI","JMJ32","Nucleus","Chromosome"
"AT4G29930","p04-r01-c45","bHLH","AT4G29930","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G29930","p04-r01-c46","bHLH","AT4G29930","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G22540","p04-r01-c47","MADS","AGL22","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G22540","p04-r01-c48","MADS","AGL22","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G18160","p04-r02-c01","bZIP","GBF5","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus membrane; Nucleus speckle; Chromosome"
"AT2G18160","p04-r02-c02","bZIP","GBF5","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus membrane; Nucleus speckle; Chromosome"
"AT3G26790","p04-r02-c03","ABI3-VP1","FUS3","Nucleus","Chromosome"
"AT3G26790","p04-r02-c04","ABI3-VP1","FUS3","Nucleus","Chromosome"
"AT5G54630","p04-r02-c05","C2H2","AT5G54630","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G54630","p04-r02-c06","C2H2","AT5G54630","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G38470","p04-r02-c07","WRKY","WRKY33","Nucleus","Chromosome"
"AT2G38470","p04-r02-c08","WRKY","WRKY33","Nucleus","Chromosome"
"AT2G22430","p04-r02-c09","HB","HB6","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G22430","p04-r02-c10","HB","HB6","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G59810","p04-r02-c11","MADS","AGL50","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G59810","p04-r02-c12","MADS","AGL50","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G75340","p04-r02-c13","C3H","AT1G75340","Nucleus","Nucleus membrane; Chromosome"
"AT1G75340","p04-r02-c14","C3H","AT1G75340","Nucleus","Nucleus membrane; Chromosome"
"AT1G31140","p04-r02-c15","MADS","GOA","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G31140","p04-r02-c16","MADS","GOA","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G17880","p04-r02-c17","bHLH","MYC4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G17880","p04-r02-c18","bHLH","MYC4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G49300","p04-r02-c19","C2C2-GATA","GATA16","Nucleus","Chromosome"
"AT5G49300","p04-r02-c20","C2C2-GATA","GATA16","Nucleus","Chromosome"
"AT5G59430","p04-r02-c21","MYB-related","TRP1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G59430","p04-r02-c22","MYB-related","TRP1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G28200","p04-r02-c23","C2H2","AT2G28200","Nucleus","Nucleus speckle; Chromosome"
"AT2G28200","p04-r02-c24","C2H2","AT2G28200","Nucleus","Nucleus speckle; Chromosome"
"AT5G46760","p04-r02-c25","bHLH","MYC3","Nucleus","Nucleus, nucleolus; Nucleus, PML body; Chromosome"
"AT5G46760","p04-r02-c26","bHLH","MYC3","Nucleus","Nucleus, nucleolus; Nucleus, PML body; Chromosome"
"AT4G04890","p04-r02-c27","HB","PDF2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G04890","p04-r02-c28","HB","PDF2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G60630","p04-r02-c29","GRAS","ATHAM2","Nucleus","Chromosome"
"AT3G60630","p04-r02-c30","GRAS","ATHAM2","Nucleus","Chromosome"
"AT5G16540","p04-r02-c31","C3H","ZFN3","Nucleus","Nucleus speckle; Chromosome"
"AT5G16540","p04-r02-c32","C3H","ZFN3","Nucleus","Nucleus speckle; Chromosome"
"AT1G73730","p04-r02-c33","EIL","AtEIL3","Nucleus","Nucleus, nucleolus"
"AT1G73730","p04-r02-c34","EIL","AtEIL3","Nucleus","Nucleus, nucleolus"
"AT2G47620","p04-r02-c35","MYB-related","SWI3A","Nucleus","Chromosome"
"AT2G47620","p04-r02-c36","MYB-related","SWI3A","Nucleus","Chromosome"
"AT2G46040","p04-r02-c37","ARID","ARID1","Nucleus","Nucleus, nucleolus"
"AT2G46040","p04-r02-c38","ARID","ARID1","Nucleus","Nucleus, nucleolus"
"AT1G22985","p04-r02-c39","AP2-EREBP","CRF7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G22985","p04-r02-c40","AP2-EREBP","CRF7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G15420","p04-r02-c41","C2H2","AT4G15420","Cytoplasm","Cytoplasm, cytoskeleton"
"AT4G15420","p04-r02-c42","C2H2","AT4G15420","Cytoplasm","Cytoplasm, cytoskeleton"
"AT3G45880","p04-r02-c43","JUMONJI","JMJ32","Nucleus","Chromosome"
"AT3G45880","p04-r02-c44","JUMONJI","JMJ32","Nucleus","Chromosome"
"AT4G29930","p04-r02-c45","bHLH","AT4G29930","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G29930","p04-r02-c46","bHLH","AT4G29930","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G22540","p04-r02-c47","MADS","AGL22","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G22540","p04-r02-c48","MADS","AGL22","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G50010","p04-r03-c01","bHLH","AT5G50010","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G50010","p04-r03-c02","bHLH","AT5G50010","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G68640","p04-r03-c03","bZIP","TGA8","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G68640","p04-r03-c04","bZIP","TGA8","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G01260","p04-r03-c05","bHLH","JAM2","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G01260","p04-r03-c06","bHLH","JAM2","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT5G64810","p04-r03-c07","WRKY","ATWRKY51","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G64810","p04-r03-c08","WRKY","ATWRKY51","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G08540","p04-r03-c09","SIGMA70-like","SIGA","Plastid","Plastid, chloroplast stroma; Plastid, chloroplast thylakoid membrane"
"AT1G08540","p04-r03-c10","SIGMA70-like","SIGA","Plastid","Plastid, chloroplast stroma; Plastid, chloroplast thylakoid membrane"
"AT1G53230","p04-r03-c11","TCP","TCP3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G53230","p04-r03-c12","TCP","TCP3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G33835","p04-r03-c13","C3H","FES1","Nucleus","Chromosome"
"AT2G33835","p04-r03-c14","C3H","FES1","Nucleus","Chromosome"
"AT4G21440","p04-r03-c15","MYB","ATM4","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G21440","p04-r03-c16","MYB","ATM4","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G24260","p04-r03-c17","MADS","44807","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G24260","p04-r03-c18","MADS","44807","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G14760","p04-r03-c19","bHLH","AT2G14760","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT2G14760","p04-r03-c20","bHLH","AT2G14760","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT1G61970","p04-r03-c21","mTERF","AT1G61970","Mitochondrion","Mitochondrion inner membrane; Mitochondrion matrix"
